"Region (English) / Région (anglais)","Region (French) / Région (français)","Scenario (English) / Scénario (anglais)","Scenario (French) / Scénario (français)","Economic Sector (English) / Secteur économique (anglais)","Economic Sector (French) / Secteur économique (français)","Subsector Level 1 (English) / Sous-secteur niveau 1 (anglais)","Subsector Level 1 (French) / Sous-secteur niveau 1 (français)","Subsector Level 2 (English) / Sous-secteur niveau 2 (anglais)","Subsector Level 2 (French) / Sous-secteur niveau 2 (français)","Subsector Level 3 (English) / Sous-secteur niveau 3 (anglais)","Subsector Level 3 (French) / Sous-secteur niveau 3 (français)","Units (English) / Unité (anglais)","Units (French) / Unité (français)","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035"
"n/a","s/o","NIR 2022","RIN 2022","International Emissions","Émissions internationales","Foreign Freight","Marchandises étrangères","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","11.2","10.2","11","10.8","10","10.4","9","9.6","10.1","10.1","9.7","8.9","9.3","9.7","10.6","8.2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"n/a","s/o","2022 Reference Case","Scénario de reference 2022","International Emissions","Émissions internationales","Foreign Freight","Marchandises étrangères","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","8.5","8.5","8.3","8.3","8.3","8.3","8.3","8.4","8.4","8.4","8.5","8.6","8.7","8.7","8.8"
"n/a","s/o","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","International Emissions","Émissions internationales","Foreign Freight","Marchandises étrangères","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","8.5","8.5","8.4","8.4","8.4","8.5","8.5","8.5","8.5","8.6","8.6","8.7","8.8","8.8","8.9"
"n/a","s/o","NIR 2022","RIN 2022","International Emissions","Émissions internationales","Foreign Passenger","Passagers étrangers","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","8.4","8.4","8.7","8.3","7.6","7.9","8.2","9.3","9.7","9.7","10.1","10.6","11.5","13.1","13.3","5.9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Oil and Gas","Pétrole et gaz","Downstream Oil and Gas","Industrie aval du pétrole et du gaz","Petroleum Products","Raffinage du pétrole","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Conventional Oil Production","Production de pétrole classique","Frontier Oil Production","Production de pétrole des régions pionnières","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.1","0.9","1.1","1.1","1.2","1.3","1.4","1.8","2.2","2.3","2.4","2.3","2.2","2.2","2.1"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Conventional Oil Production","Production de pétrole classique","Heavy Oil Production","Production de pétrole lourd","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3","0.3","0.2"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Conventional Oil Production","Production de pétrole classique","Light Oil Production","Production de pétrole léger","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Liquid Natural Gas Production","Production de gaz naturel liquéfié","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Natural Gas Production and Processing","Production et traitement du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Oil and Natural Gas Transmission","Transport du pétrole et du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Electricity","Électricité","n/a","s/o","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.4","0.3","0.4","0.1","0","0","0","0","0","0","0","0","0","0","0"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Transportation","Transports","Freight Transport","Transport de marchandises","Domestic Aviation and Marine","Transport aérien et transport maritime intérieurs","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.7","0.7","0.7","0.7"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Transportation","Transports","Freight Transport","Transport de marchandises","Heavy Duty Trucks, Rail","Camions lourds, trains","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Transportation","Transports","Other: Recreational, Commercial and Residential","Autres : à des fins récréatives, commerciales et résidentielles","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Transportation","Transports","Passenger Transport","Transport de passagers","Bus, Rail and Domestic Aviation","Transport par autobus, train et transport aérien intérieur","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.3","0.3","0.4","0.5","0.6","0.6","0.7","0.7","0.8","0.8","0.9","0.9","0.9","1","1"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Transportation","Transports","Passenger Transport","Transport de passagers","Cars, Light Trucks and Motorcycles","Voitures, camions légers et motocyclettes","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.6","1.6","1.6","1.6","1.6","1.5","1.5","1.5","1.4","1.4","1.3","1.3","1.2","1.2","1.2"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Heavy Industry","Industrie lourde","Cement","Ciment","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Heavy Industry","Industrie lourde","Chemicals and Fertilizers","Produits chimiques et engrais","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0.4","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3","0.3","0.3"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Heavy Industry","Industrie lourde","Iron and Steel","Sidérurgie","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Heavy Industry","Industrie lourde","Lime and Gypsum","Chaux et gypse","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Heavy Industry","Industrie lourde","Mining","Exploitation minière","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.9"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Heavy Industry","Industrie lourde","Pulp and Paper","Pâtes et papiers","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Heavy Industry","Industrie lourde","Smelting and Refining (Non Ferrous Metals)","Fonte et raffinage (métaux non ferreux)","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Buildings","Bâtiments","Commercial","Commercial","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.4","0.4","0.3","0.3","0.3","0.3","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.1"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Buildings","Bâtiments","Residential","Résidentiel","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.4","0.4","0.3","0.3","0.3","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.1","0.1"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Agriculture","Agriculture","Animal Production","Élevage","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Agriculture","Agriculture","Crop Production","Cultures","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Agriculture","Agriculture","On Farm Fuel Use","Utilisation de combustibles à la ferme","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Waste and Others","Déchets et autres sources","Coal Production","Production de charbon","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Waste and Others","Déchets et autres sources","Light Manufacturing, Construction and Forest Resources","Industrie légère, construction et ressources forestières","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Waste and Others","Déchets et autres sources","Waste","Déchets","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.7","0.6","0.6","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2022 Reference Case","Scénario de reference 2022","Total","Total","n/a","s/o","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","8.5","8.2","8.9","8.6","8.6","8.6","8.7","8.9","9.3","9.3","9.3","9.2","9.1","9","9"
"Prince Edward Island","Île-du-Prince-Édouard","2022 Reference Case","Scénario de reference 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Conventional Oil Production","Production de pétrole classique","Frontier Oil Production","Production de pétrole des régions pionnières","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Prince Edward Island","Île-du-Prince-Édouard","2022 Reference Case","Scénario de reference 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Conventional Oil Production","Production de pétrole classique","Heavy Oil Production","Production de pétrole lourd","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Prince Edward Island","Île-du-Prince-Édouard","2022 Reference Case","Scénario de reference 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Conventional Oil Production","Production de pétrole classique","Light Oil Production","Production de pétrole léger","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Prince Edward Island","Île-du-Prince-Édouard","2022 Reference Case","Scénario de reference 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Liquid Natural Gas Production","Production de gaz naturel liquéfié","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Prince Edward Island","Île-du-Prince-Édouard","2022 Reference Case","Scénario de reference 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Natural Gas Production and Processing","Production et traitement du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Prince Edward Island","Île-du-Prince-Édouard","2022 Reference Case","Scénario de reference 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Oil and Natural Gas Transmission","Transport du pétrole et du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
