"Region (English) / Région (anglais)","Region (French) / Région (français)","Scenario (English) / Scénario (anglais)","Scenario (French) / Scénario (français)","Economic Sector (English) / Secteur économique (anglais)","Economic Sector (French) / Secteur économique (français)","Subsector Level 1 (English) / Sous-secteur niveau 1 (anglais)","Subsector Level 1 (French) / Sous-secteur niveau 1 (français)","Subsector Level 2 (English) / Sous-secteur niveau 2 (anglais)","Subsector Level 2 (French) / Sous-secteur niveau 2 (français)","Subsector Level 3 (English) / Sous-secteur niveau 3 (anglais)","Subsector Level 3 (French) / Sous-secteur niveau 3 (français)","Units (English) / Unité (anglais)","Units (French) / Unité (français)","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040"
"Saskatchewan","Saskatchewan","NIR 2024","RIN 2024","Buildings","Bâtiments","Residential","Résidentiel","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","1.7","1.8","1.7","1.8","1.9","2","1.9","1.9","2","2","1.9","1.8","2","2.2","2.3","2.1","2","2.2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2024","RIN 2024","Agriculture","Agriculture","Animal Production","Élevage","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","8.3","8.2","7.9","7.6","7","6.7","6.5","6.6","6.5","6.3","6.2","6.3","6.3","6.3","6.2","6.2","6.3","6.1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2024","RIN 2024","Agriculture","Agriculture","Crop Production","Cultures","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","2.7","2.4","2.6","3.2","3.1","2.9","3.2","3.7","4.5","4.1","4.4","4.6","4.7","4.9","4.9","5","4.8","5.2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2024","RIN 2024","Agriculture","Agriculture","On Farm Fuel Use","Utilisation de combustibles à la ferme","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","2.9","2.7","3.1","2.9","2.8","2.9","3.2","3.3","3.6","4.4","4.5","4.6","5.1","5.5","5.4","5.5","5.2","5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2024","RIN 2024","Waste and Others","Déchets et autres sources","Coal Production","Production de charbon","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2024","RIN 2024","Waste and Others","Déchets et autres sources","Light Manufacturing, Construction and Forest Resources","Industrie légère, construction et ressources forestières","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.6","0.8","0.9","0.9","0.8","0.7","0.8","0.8","0.8","1","0.9","0.9","0.8","0.8","0.8","0.6","0.6","0.7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2024","RIN 2024","Waste and Others","Déchets et autres sources","Waste","Déchets","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2024","RIN 2024","Total","Total","n/a","s/o","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","80.5","80","81.2","80.8","78","77.3","77.7","81.7","83.4","86.4","87.7","82.8","87.6","89","86.6","74.8","76.8","75.9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Oil and Gas","Pétrole et gaz","Downstream Oil and Gas","Industrie aval du pétrole et du gaz","Natural Gas Distribution","Distribution du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.3","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Oil and Gas","Pétrole et gaz","Downstream Oil and Gas","Industrie aval du pétrole et du gaz","Petroleum Products","Raffinage du pétrole","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","4.4","3.9","4.1","3.5","3.6","4","4.1","4","4.5","4.7","4.8","5","5.1","5.1","5","4","3.9","4.4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Conventional Oil Production","Production de pétrole classique","Heavy Oil Production","Production de pétrole lourd","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","3.1","3.4","3.9","4.1","3.9","4.5","4.8","5.3","5.3","4.7","4.5","3.7","3.8","4","3.8","3.4","3.5","3.6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Conventional Oil Production","Production de pétrole classique","Light Oil Production","Production de pétrole léger","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","14.2","14","14.4","14.8","13.5","14.3","16.5","18.1","18.6","18.3","16.9","15","14.7","15.1","14.6","13","13.6","13.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Natural Gas Production and Processing","Production et traitement du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","60.5","61.6","62.5","60.4","56.3","55.7","58.7","57.3","55.9","54.9","54.4","49.9","48.6","49.6","48.5","46.6","48.3","45.9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Oil Sands","Sables bitumineux","Bitumen In Situ","Bitume In Situ","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","12.7","14.7","16.4","18.9","21","24.1","25.9","30.9","32.5","36.8","38.9","38","41.8","43.6","43.5","41.7","45.2","45.1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Oil Sands","Sables bitumineux","Bitumen Mining","Extraction du bitume","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","5.8","6.4","7","7.3","7.9","8.6","8.7","9.1","9.8","10.4","11.1","11.4","13.1","15.1","15.7","15.2","15.6","16.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Oil Sands","Sables bitumineux","Bitumen Upgrading","Valorisation du bitume","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","14.6","17.5","19","17.4","19.5","21.1","20.6","21.3","21.8","21.7","21.1","18.7","20.4","21.4","22.2","22.6","22.9","22.7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Oil and Natural Gas Transmission","Transport du pétrole et du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","4","4.3","2.8","2.4","2.2","2.2","2.4","2.6","3.3","3.2","3.5","4.3","4.6","5.1","5.3","5.1","5.6","6.4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Electricity","Électricité","n/a","s/o","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","47.6","47.8","48.5","48.3","45.3","44.7","44.8","42.5","43.8","42.8","41.3","42.4","42.5","31.4","31","27.1","22.6","19.4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Transportation","Transports","Freight Transport","Transport de marchandises","Domestic Aviation and Marine","Transport aérien et transport maritime intérieurs","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.2","0.2","0.2","0.2","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.4","0.4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Transportation","Transports","Freight Transport","Transport de marchandises","Heavy Duty Trucks, Rail","Camions lourds, trains","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","7.8","8.9","10.3","10.8","11.5","12.4","12.4","12.3","12.8","13.3","11.1","9.5","9.6","10.6","10.4","8.6","8.7","8.6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Transportation","Transports","Other: Recreational, Commercial and Residential","Autres : à des fins récréatives, commerciales et résidentielles","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","2.1","2.1","2","1.9","1.7","2.1","2.4","2.5","2.6","2.7","2.4","2.8","2.8","2.6","2.6","2.3","2.5","2.4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Transportation","Transports","Passenger Transport","Transport de passagers","Bus, Rail and Domestic Aviation","Transport par autobus, train et transport aérien intérieur","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","1.6","1.7","2","2","1.9","2","2","2.1","2.3","2.4","2.2","2","2.1","2.2","2.2","1.3","1.3","1.7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Transportation","Transports","Passenger Transport","Transport de passagers","Cars, Light Trucks and Motorcycles","Voitures, camions légers et motocyclettes","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","10.3","10.7","11.3","11.3","11","10.9","9.5","10.3","11.2","11.6","11.3","11.5","11.9","12.2","12.6","10.2","10.1","10.2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Heavy Industry","Industrie lourde","Cement","Ciment","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","1.8","1.9","1.9","1.8","1.5","1.6","1.7","1.5","1.5","1.4","1.5","1.5","1.7","1.8","1.8","1.6","1.8","1.7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Heavy Industry","Industrie lourde","Chemicals and Fertilizers","Produits chimiques et engrais","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","13.7","13.6","12.7","12.5","11.7","12.7","14.2","14.9","14.8","16.5","14.8","12.4","12.8","12.3","12.8","12.8","13.3","13.2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Heavy Industry","Industrie lourde","Iron and Steel","Sidérurgie","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.1","0.1","0.1","0.2","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Heavy Industry","Industrie lourde","Lime and Gypsum","Chaux et gypse","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.3","0.3","0.3","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Heavy Industry","Industrie lourde","Mining","Exploitation minière","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.4","0.4","0.5","0.6","0.4","0.5","0.6","0.5","0.6","0.7","0.9","0.9","0.8","0.8","0.8","0.9","0.6","0.4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Heavy Industry","Industrie lourde","Pulp and Paper","Pâtes et papiers","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.8","0.6","0.7","0.6","0.7","0.7","0.7","0.8","0.8","1","0.9","1","1.2","1.8","1.9","1.6","1.6","1.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Heavy Industry","Industrie lourde","Smelting and Refining (Non Ferrous Metals)","Fonte et raffinage (métaux non ferreux)","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.6","0.6","0.6","0.6","0.7","0.8","0.8","0","0.8","0.7","1.1","0.8","0.8","0.8","0.7","0.6","0.6","0.8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Buildings","Bâtiments","Commercial","Commercial","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","8.4","8.6","9.3","9.3","9.4","9.5","10.2","13.9","11.5","10.1","10.4","10.6","11.3","12.2","12.4","11.8","11.6","12.1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Buildings","Bâtiments","Residential","Résidentiel","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","7.7","7.8","9.2","9","8.9","8.5","9","8.9","9","8.9","8.6","8.8","9","9.4","9.4","9.2","8.7","9.2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Agriculture","Agriculture","Animal Production","Élevage","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","16","15.4","15.1","14.6","13.7","13","12.7","12.8","12.9","12.8","12.7","12.9","12.9","13.1","13.2","13.2","13.4","13.4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Agriculture","Agriculture","Crop Production","Cultures","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","2.5","2.4","2.7","3","2.9","3.1","3.4","3.7","4","4.1","4.2","4","3.4","3.7","3.9","4.4","4.1","4.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Agriculture","Agriculture","On Farm Fuel Use","Utilisation de combustibles à la ferme","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","2.7","2.7","2.6","2.7","2.5","3","3","2.9","2.9","2.9","3.1","2.9","3.4","3.2","3.3","2.9","3","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Waste and Others","Déchets et autres sources","Coal Production","Production de charbon","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.7","0.8","0.8","0.9","1","1.1","1","0.8","0.9","0.6","0.9","1","0.8","0.7","0.8","0.4","0.2","0.8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Waste and Others","Déchets et autres sources","Light Manufacturing, Construction and Forest Resources","Industrie légère, construction et ressources forestières","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","2.8","3.3","3.3","3.1","2.5","2.9","3.1","3","3.4","3.3","3.1","3.4","3.2","3","3.4","2.9","2.9","3.1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Waste and Others","Déchets et autres sources","Waste","Déchets","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","3.3","3.3","3.4","3.5","3.6","3.6","3.7","3.8","4","4.1","4.3","4.5","4.5","4.6","4.5","4.6","4.6","4.6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2024","RIN 2024","Total","Total","n/a","s/o","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","251.1","259.5","267.8","266.2","259.5","268.5","277.5","286.7","292.2","295.5","290.8","279.3","287.3","286.5","287.1","268.5","271","269.9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"British Columbia","Colombie-Britannique","NIR 2024","RIN 2024","Oil and Gas","Pétrole et gaz","Downstream Oil and Gas","Industrie aval du pétrole et du gaz","Natural Gas Distribution","Distribution du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"British Columbia","Colombie-Britannique","NIR 2024","RIN 2024","Oil and Gas","Pétrole et gaz","Downstream Oil and Gas","Industrie aval du pétrole et du gaz","Petroleum Products","Raffinage du pétrole","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.5","0.7","0.7","0.5","0.6","0.7","0.6","0.6","0.5","0.6","0.6","0.7","0.6","0.5","0.5","0.4","0.5","0.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"British Columbia","Colombie-Britannique","NIR 2024","RIN 2024","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Conventional Oil Production","Production de pétrole classique","Light Oil Production","Production de pétrole léger","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.7","0.8","0.8","0.7","0.7","0.6","0.7","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.5","0.5","0.4","0.4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"British Columbia","Colombie-Britannique","NIR 2024","RIN 2024","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Natural Gas Production and Processing","Production et traitement du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","10.7","11.7","12.1","13","12.6","12.8","13.2","12.7","12.7","12.7","12.4","12","12.1","12.3","11.7","12.2","11.8","12.6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
